,Image,Size,OutputTime,Tiles
504,WV03_20171118180921_104001003538B500_17NOV18180921-P1BS-501922406060_01_P002_u08rf3031.tif,205,14.04,4329
505,WV03_20171128204756_1040010035C91100_17NOV28204756-P1BS-501934390030_01_P007_u08rf3031.tif,1139,63.62,23444
506,WV03_20170824133741_104001003197AA00_17AUG24133741-P1BS-501984229030_01_P001_u08rf3031.tif,2357,76.4,22597
507,WV03_20171010013312_10400100330DD700_17OCT10013312-P1BS-501861942010_01_P002_u08rf3031.tif,1852,64.96,20308
508,WV03_20170925184438_104001003243ED00_17SEP25184438-P1BS-501946233030_01_P003_u08rf3031.tif,2009,70.59,22434
509,WV03_20171030212036_1040010035A3EE00_17OCT30212036-P1BS-501934283030_01_P006_u08rf3031.tif,1532,53.98,21167
510,WV03_20171004013804_1040010033147300_17OCT04013804-P1BS-501987130070_01_P008_u08rf3031.tif,1992,65.84,21463
511,WV03_20171219015416_104001003753A000_17DEC19015416-P1BS-501968390020_01_P003_u08rf3031.tif,1116,56.83,20370
512,WV03_20171004192748_104001003415F700_17OCT04192748-P1BS-501862142080_01_P005_u08rf3031.tif,1481,62.0,20253
513,WV03_20171209023230_1040010036498000_17DEC09023230-P1BS-501954013070_01_P009_u08rf3031.tif,1599,53.47,23633
514,WV03_20170914043407_1040010033B73100_17SEP14043407-P1BS-501946342010_01_P010_u08rf3031.tif,923,28.71,9039
515,WV03_20171114054738_104001003508FA00_17NOV14054738-P1BS-501920247020_01_P002_u08rf3031.tif,460,19.84,5126
516,WV03_20171115221320_1040010035C97F00_17NOV15221320-P1BS-501934390070_01_P010_u08rf3031.tif,668,28.91,10097
517,WV03_20171121185840_10400100358A3900_17NOV21185840-P1BS-501932177020_01_P002_u08rf3031.tif,297,14.26,4161
518,WV03_20171218081702_104001003587E800_17DEC18081702-P1BS-501932175090_01_P007_u08rf3031.tif,1913,57.64,20215
519,WV03_20170913171356_1040010032983500_17SEP13171356-P1BS-501946249040_01_P008_u08rf3031.tif,2041,60.82,20541
520,WV03_20170912165816_1040010032781200_17SEP12165816-P1BS-501946242040_01_P001_u08rf3031.tif,665,55.95,20406
521,WV03_20171029112450_1040010033AA7B00_17OCT29112450-P1BS-501896778010_01_P001_u08rf3031.tif,1353,53.5,19799
522,WV03_20171105064143_10400100345D8400_17NOV05064143-P1BS-501917433080_01_P002_u08rf3031.tif,1647,72.0,20891
523,WV03_20170919122100_10400100338BF400_17SEP19122100-P1BS-501946335080_01_P004_u08rf3031.tif,1942,65.6,21374
524,WV03_20171212095642_104001003672D000_17DEC12095642-P1BS-501956507090_01_P005_u08rf3031.tif,1703,70.06,23121
525,WV03_20171226101924_1040010035089900_17DEC26101924-P1BS-501920247100_01_P001_u08rf3031.tif,1692,67.04,20376
526,WV03_20171020090025_1040010033BDB000_17OCT20090025-P1BS-501862037020_01_P001_u08rf3031.tif,1203,39.7,16379
527,WV03_20171216141248_1040010036587400_17DEC16141248-P1BS-501954094030_01_P004_u08rf3031.tif,1391,58.13,22974
528,WV03_20171013085347_1040010033053400_17OCT13085347-P1BS-501861941040_01_P010_u08rf3031.tif,704,25.54,8573
529,WV03_20171115042452_1040010035B2DE00_17NOV15042452-P1BS-501934293030_01_P001_u08rf3031.tif,1518,47.26,18051
530,WV03_20171111211302_104001003445DC00_17NOV11211302-P1BS-501917427080_01_P005_u08rf3031.tif,1733,58.02,22348
531,WV03_20171031200116_104001003419C900_17OCT31200116-P1BS-501896789080_01_P007_u08rf3031.tif,1128,49.88,17961
532,WV03_20171218143447_1040010037125100_17DEC18143447-P1BS-501968333060_01_P002_u08rf3031.tif,1376,58.45,20868
533,WV03_20171124212051_1040010035C2D500_17NOV24212051-P1BS-501934304070_01_P009_u08rf3031.tif,2073,65.65,22107
534,WV03_20171019120324_10400100347F4C00_17OCT19120324-P1BS-501862226070_01_P007_u08rf3031.tif,818,46.69,22796
535,WV03_20170930034853_10400100340AED00_17SEP30034853-P1BS-501946351090_01_P004_u08rf3031.tif,2504,54.15,23398
536,WV03_20171005162756_1040010033699700_17OCT05162756-P1BS-501862020100_01_P002_u08rf3031.tif,2772,68.31,22526
537,WV03_20171102135951_104001003504B100_17NOV02135951-P1BS-501920244060_01_P007_u08rf3031.tif,785,69.78999999999999,20860
538,WV03_20171121123000_1040010035B22400_17NOV21123000-P1BS-501934292090_01_P004_u08rf3031.tif,1544,59.35,22798
539,WV03_20170920105824_1040010032409700_17SEP20105824-P1BS-501946232040_01_P002_u08rf3031.tif,2014,76.51,22484
540,WV03_20171214151810_10400100361B2100_17DEC14151810-P1BS-501934417040_01_P006_u08rf3031.tif,922,45.48,20231
541,WV03_20171016125045_1040010034323300_17OCT16125045-P1BS-501989207060_01_P006_u08rf3031.tif,621,46.07,20460
542,WV03_20170901055950_10400100320FD100_17SEP01055950-P1BS-501603136080_01_P002_u08rf3031.tif,2202,64.6,21790
543,WV03_20170908012055_1040010031D43000_17SEP08012055-P1BS-501669354050_01_P001_u08rf3031.tif,620,64.11,22623
544,WV03_20170906085521_10400100326F4F00_17SEP06085521-P1BS-501603147080_01_P002_u08rf3031.tif,1107,64.1,21349
545,WV03_20170927030216_10400100345D7C00_17SEP27030216-P1BS-501946351040_01_P008_u08rf3031.tif,1178,54.08,22967
546,WV03_20171217080130_10400100362B1100_17DEC17080130-P1BS-501953993070_01_P004_u08rf3031.tif,1672,61.14,20803
547,WV03_20171010013315_10400100330DD700_17OCT10013315-P1BS-501861942010_01_P004_u08rf3031.tif,1841,70.52,20370
548,WV03_20170930213906_1040010033B42A00_17SEP30213906-P1BS-501946341080_01_P004_u08rf3031.tif,1081,50.27,19608
549,WV03_20170924231736_1040010032A0BC00_17SEP24231736-P1BS-501946249060_01_P001_u08rf3031.tif,1327,63.38,22066
550,WV03_20171231131400_1040010036245800_17DEC31131400-P1BS-501953989020_01_P007_u08rf3031.tif,372,37.77,21000
551,WV03_20180109122005_104001003613E600_18JAN09122005-P1BS-501934411070_01_P009_u08rf3031.tif,875,58.36,20783
552,WV03_20171104143135_104001003434D100_17NOV04143135-P1BS-501917421050_01_P007_u08rf3031.tif,1460,57.48,19952
553,WV03_20170902142117_10400100311B6100_17SEP02142117-P1BS-501669219050_01_P008_u08rf3031.tif,845,56.33,21366
554,WV03_20171213131708_1040010036439D00_17DEC13131708-P1BS-501954010060_01_P005_u08rf3031.tif,301,42.0,17745
555,WV03_20171016142753_1040010033987A00_17OCT16142753-P1BS-501862030060_01_P005_u08rf3031.tif,341,11.82,4566
556,WV03_20170923132009_1040010032CF9F00_17SEP23132009-P1BS-501946276020_01_P007_u08rf3031.tif,1949,69.4,22071
557,WV03_20171226051935_1040010036CAF100_17DEC26051935-P1BS-501968316040_01_P001_u08rf3031.tif,1333,55.87,18061
558,WV03_20170922144142_1040010033AFD100_17SEP22144142-P1BS-501946342070_01_P002_u08rf3031.tif,1192,59.75,21887
559,WV03_20171122142735_10400100357EAB00_17NOV22142735-P1BS-501932169090_01_P009_u08rf3031.tif,1639,65.43,23526
560,WV03_20171012132256_10400100341DB600_17OCT12132256-P1BS-501862141090_01_P002_u08rf3031.tif,1442,65.12,23604
561,WV03_20171031213735_1040010034C84700_17OCT31213735-P1BS-501920107010_01_P006_u08rf3031.tif,1845,59.32,22002
562,WV03_20171105032621_104001003499CC00_17NOV05032621-P1BS-501920089020_01_P004_u08rf3031.tif,1861,52.71,22278
563,WV03_20171025021347_104001003420ED00_17OCT25021347-P1BS-501896792030_01_P001_u08rf3031.tif,1470,48.2,16640
564,WV03_20171003061329_1040010033B58500_17OCT03061329-P1BS-501862034030_01_P001_u08rf3031.tif,1588,65.61,18856
565,WV03_20171119052707_1040010035263A00_17NOV19052707-P1BS-501922391100_01_P005_u08rf3031.tif,1418,71.91,22050
566,WV03_20171225001400_104001003780E700_17DEC25001400-P1BS-501968402010_01_P012_u08rf3031.tif,1318,42.26,12297
567,WV03_20170922130457_1040010033D7E700_17SEP22130457-P1BS-501989205100_01_P007_u08rf3031.tif,2102,73.19,23212
568,WV03_20180110221055_10400100363FB000_18JAN10221055-P1BS-501954007020_01_P006_u08rf3031.tif,1597,55.41,21522
569,WV03_20171022142434_1040010035CB7300_17OCT22142434-P1BS-501862247080_01_P008_u08rf3031.tif,1413,55.59,20378
570,WV03_20171025035013_10400100340BCC00_17OCT25035013-P1BS-501896785060_01_P002_u08rf3031.tif,2076,63.34,23617
571,WV03_20170927173702_1040010032867700_17SEP27173702-P1BS-501946246010_01_P002_u08rf3031.tif,1307,51.98,18034
572,WV03_20171122142833_10400100354FE400_17NOV22142833-P1BS-501932119060_01_P004_u08rf3031.tif,1369,53.3,20437
573,WV03_20171025213945_1040010035A01100_17OCT25213945-P1BS-501934279070_01_P010_u08rf3031.tif,1680,61.22,23313
574,WV03_20171002154228_10400100348B3300_17OCT02154228-P1BS-501946354010_01_P001_u08rf3031.tif,1722,54.01,19653
575,WV03_20171231063753_1040010036322700_17DEC31063753-P1BS-501953998070_01_P007_u08rf3031.tif,962,55.3,20366
576,WV03_20171116125435_1040010035704D00_17NOV16125435-P1BS-501932140100_01_P008_u08rf3031.tif,1361,54.49,20945
577,WV03_20171218125901_104001003639F700_17DEC18125901-P1BS-501954000020_01_P003_u08rf3031.tif,841,62.35,22142
578,WV03_20180110140254_10400100366F8800_18JAN10140254-P1BS-501956505020_01_P009_u08rf3031.tif,1360,63.95,22443
579,WV03_20171121185902_104001003599E300_17NOV21185902-P1BS-501932188080_01_P003_u08rf3031.tif,1123,45.45,19782
580,WV03_20171002185711_1040010033BCDC00_17OCT02185711-P1BS-501946343040_01_P002_u08rf3031.tif,1398,57.08,22516
581,WV03_20170911034417_10400100315FAD00_17SEP11034417-P1BS-501984220080_01_P008_u08rf3031.tif,453,24.63,11928
582,WV03_20171122142841_10400100354FE400_17NOV22142841-P1BS-501932119060_01_P009_u08rf3031.tif,1463,53.97,20355
583,WV03_20171022142437_1040010035CB7300_17OCT22142437-P1BS-501862247080_01_P010_u08rf3031.tif,705,31.29,10040
584,WV03_20171217141839_1040010035723600_17DEC17141839-P1BS-501932160020_01_P004_u08rf3031.tif,1151,69.06,21789
585,WV03_20171002073548_10400100331CB200_17OCT02073548-P1BS-501946281080_01_P001_u08rf3031.tif,1486,56.65,20473
586,WV03_20171219180621_1040010036BBC300_17DEC19180621-P1BS-501968307050_01_P004_u08rf3031.tif,970,74.61,23031
587,WV03_20170901060057_1040010031515F00_17SEP01060057-P1BS-501669229060_01_P006_u08rf3031.tif,2127,64.17,20256
588,WV03_20170910082152_1040010033094B00_17SEP10082152-P1BS-501603156100_01_P003_u08rf3031.tif,1740,59.59,20866
589,WV03_20171228184917_1040010037C9CB00_17DEC28184917-P1BS-501954060060_01_P002_u08rf3031.tif,1149,64.02,18544
590,WV03_20171213131943_10400100366EB400_17DEC13131943-P1BS-501956503010_01_P009_u08rf3031.tif,1085,49.68,18220
591,WV03_20171121123358_1040010036D53000_17NOV21123358-P1BS-501968324080_01_P001_u08rf3031.tif,1477,74.08,22053
592,WV03_20170722224513_104001002F579500_17JUL22224513-P1BS-501497983050_01_P002_u08rf3031.tif,631,31.98,18064
593,WV03_20171007071609_104001003300EC00_17OCT07071609-P1BS-501861940100_01_P001_u08rf3031.tif,1712,55.69,20538
594,WV03_20171111130840_10400100349ADC00_17NOV11130840-P1BS-501920088050_01_P006_u08rf3031.tif,2163,69.22,24180
595,WV03_20171121060617_1040010034B6BB00_17NOV21060617-P1BS-501920101030_01_P001_u08rf3031.tif,1488,47.65,19415
596,WV03_20171214213938_1040010035268300_17DEC14213938-P1BS-501922391060_01_P001_u08rf3031.tif,1378,43.78,18004
597,WV03_20171014135600_1040010033272E00_17OCT14135600-P1BS-501861946040_01_P005_u08rf3031.tif,537,25.6,8137
598,WV03_20171202071902_10400100363D4C00_17DEC02071902-P1BS-501954005010_01_P006_u08rf3031.tif,2186,86.58,24515
599,WV03_20171124033007_10400100362A8100_17NOV24033007-P1BS-501953993040_01_P001_u08rf3031.tif,211,41.52,21407
600,WV03_20171125132748_1040010035182C00_17NOV25132748-P1BS-501920257050_01_P002_u08rf3031.tif,1137,69.77,23572
601,WV03_20170829230114_1040010032504B00_17AUG29230114-P1BS-501603144080_01_P001_u08rf3031.tif,757,49.45,20444
602,WV03_20171129192647_1040010036071300_17NOV29192647-P1BS-501934403040_01_P003_u08rf3031.tif,1156,50.3,21377
603,WV03_20171231211337_10400100371EE000_17DEC31211337-P1BS-501968375070_01_P001_u08rf3031.tif,1063,39.58,16640
604,WV03_20171119052646_1040010036A06A00_17NOV19052646-P1BS-501956601070_01_P002_u08rf3031.tif,207,19.37,4621
605,WV03_20171109235405_104001003376F300_17NOV09235405-P1BS-501896773100_01_P007_u08rf3031.tif,2150,84.03,23540
606,WV03_20171101054615_1040010035B46800_17NOV01054615-P1BS-501934295040_01_P001_u08rf3031.tif,1811,61.2,18943
607,WV03_20180106045659_10400100378D4E00_18JAN06045659-P1BS-501954096100_01_P001_u08rf3031.tif,1199,43.12,17861
608,WV03_20171217080138_10400100362B1100_17DEC17080138-P1BS-501953993070_01_P009_u08rf3031.tif,767,49.32,20962
609,WV03_20171113070939_10400100350B5900_17NOV13070939-P1BS-501920249050_01_P005_u08rf3031.tif,1106,59.23,19267
610,WV03_20170908155549_10400100329BBD00_17SEP08155549-P1BS-501603152070_01_P010_u08rf3031.tif,696,52.36,23472
611,WV03_20171201230724_1040010033D4F400_17DEC01230724-P1BS-501896782030_01_P005_u08rf3031.tif,1248,81.13,23575
612,WV03_20171212211056_1040010036D48000_17DEC12211056-P1BS-501968324040_01_P003_u08rf3031.tif,597,51.63,19577
613,WV03_20170905083956_1040010032AAF400_17SEP05083956-P1BS-501603153040_01_P005_u08rf3031.tif,2091,62.56,22400
614,WV03_20170915080217_10400100326A7900_17SEP15080217-P1BS-501946240070_01_P006_u08rf3031.tif,2394,71.83,24484
615,WV03_20171218081655_104001003587E800_17DEC18081655-P1BS-501932175090_01_P002_u08rf3031.tif,1848,52.78,20239
616,WV03_20170829015915_1040010031980900_17AUG29015915-P1BS-501669240030_01_P001_u08rf3031.tif,656,59.7,21167
617,WV03_20170907104947_10400100333A4E00_17SEP07104947-P1BS-501603159020_01_P002_u08rf3031.tif,1152,57.35,21356
618,WV03_20171228135657_1040010036A0BD00_17DEC28135657-P1BS-501956600060_01_P007_u08rf3031.tif,989,57.9,20467
619,WV03_20170921062058_104001003371D900_17SEP21062058-P1BS-501946300010_01_P002_u08rf3031.tif,903,54.52,19295
620,WV03_20171231050113_10400100374AFB00_17DEC31050113-P1BS-501968386090_01_P001_u08rf3031.tif,1511,59.76,19715
621,WV03_20171117031844_1040010034847200_17NOV17031844-P1BS-501920080050_01_P005_u08rf3031.tif,1472,54.35,22466
622,WV03_20170905083925_1040010033990D00_17SEP05083925-P1BS-501603216030_01_P002_u08rf3031.tif,1498,45.95,16885
623,WV03_20171124145626_1040010036735C00_17NOV24145626-P1BS-501956507100_01_P001_u08rf3031.tif,1163,44.31,19046
624,WV03_20170916014916_1040010033917D00_17SEP16014916-P1BS-501946336010_01_P002_u08rf3031.tif,1228,55.77,19597
625,WV03_20171207114059_10400100360DC300_17DEC07114059-P1BS-501934408030_01_P007_u08rf3031.tif,155,45.52,20441
626,WV03_20180107194948_1040010036C1DB00_18JAN07194948-P1BS-501968311080_01_P005_u08rf3031.tif,1704,69.45,24062
627,WV03_20171215184056_10400100360FE300_17DEC15184056-P1BS-501934409090_01_P002_u08rf3031.tif,1080,57.27,17506
628,WV03_20170913171348_1040010032983500_17SEP13171348-P1BS-501946249040_01_P003_u08rf3031.tif,1971,64.0,21178
629,WV03_20171014135439_1040010034033600_17OCT14135439-P1BS-501862138030_01_P001_u08rf3031.tif,2020,55.47,18951
630,WV03_20171011211655_1040010033156200_17OCT11211655-P1BS-501861946030_01_P002_u08rf3031.tif,1723,57.91,22646
631,WV03_20171002042015_104001003388D600_17OCT02042015-P1BS-501946334080_01_P002_u08rf3031.tif,1647,59.61,24467
632,WV03_20170909223844_10400100331B0400_17SEP09223844-P1BS-501603158070_01_P001_u08rf3031.tif,1126,55.73,21523
633,WV03_20170911034412_10400100315FAD00_17SEP11034412-P1BS-501984220080_01_P005_u08rf3031.tif,1843,51.28,21322
634,WV03_20171101103518_1040010033289100_17NOV01103518-P1BS-501896681080_01_P008_u08rf3031.tif,609,32.39,8119
635,WV03_20171205062123_1040010036051400_17DEC05062123-P1BS-501934402080_01_P001_u08rf3031.tif,1223,64.29,20059
636,WV03_20171007134313_1040010034460400_17OCT07134313-P1BS-501862151010_01_P003_u08rf3031.tif,1245,70.16,23549
637,WV03_20171023000543_10400100335C5B00_17OCT23000543-P1BS-501862017040_01_P005_u08rf3031.tif,1311,63.05,19301
638,WV03_20171002042207_10400100314C6200_17OCT02042207-P1BS-501946158070_01_P001_u08rf3031.tif,1326,47.32,18027
639,WV03_20170905231248_1040010031B60C00_17SEP05231248-P1BS-501669248010_01_P002_u08rf3031.tif,1235,68.78,20535
640,WV03_20180105124753_1040010037CE6800_18JAN05124753-P1BS-501954061030_01_P004_u08rf3031.tif,1698,59.32,19606
641,WV03_20171022222905_1040010035C45200_17OCT22222905-P1BS-501862247070_01_P004_u08rf3031.tif,1440,52.31,22825
642,WV03_20171118052001_10400100343B5B00_17NOV18052001-P1BS-501917423020_01_P002_u08rf3031.tif,1713,65.02,21699
643,WV03_20171010031014_1040010032BBC600_17OCT10031014-P1BS-501861937080_01_P004_u08rf3031.tif,2054,61.75,22505
644,WV03_20171017063650_1040010033284400_17OCT17063650-P1BS-501861946050_01_P001_u08rf3031.tif,1472,65.32,21546
645,WV03_20170927012517_1040010033BD9700_17SEP27012517-P1BS-501946345080_01_P003_u08rf3031.tif,1605,68.32,23103
646,WV03_20171013035850_1040010032700400_17OCT13035850-P1BS-501861933100_01_P002_u08rf3031.tif,548,37.93,18586
647,WV03_20170927142230_10400100332D4B00_17SEP27142230-P1BS-501946285100_01_P006_u08rf3031.tif,1511,65.56,22982
648,WV03_20170828094909_10400100315F5700_17AUG28094909-P1BS-501669232080_01_P001_u08rf3031.tif,688,40.51,19815
649,WV03_20171026054307_1040010034B1C000_17OCT26054307-P1BS-501920098100_01_P005_u08rf3031.tif,697,72.81,23535
650,WV03_20171115221308_1040010035C97F00_17NOV15221308-P1BS-501934390070_01_P002_u08rf3031.tif,1461,55.17,20455
651,WV03_20171212130122_1040010036158800_17DEC12130122-P1BS-501934413010_01_P001_u08rf3031.tif,471,52.4,18094
652,WV03_20171129175049_10400100358FFC00_17NOV29175049-P1BS-501932181010_01_P006_u08rf3031.tif,1239,63.36,24376
653,WV03_20171114054620_104001003511DF00_17NOV14054620-P1BS-501920253090_01_P002_u08rf3031.tif,1738,72.36,23054
654,WV03_20171114072448_104001003530B000_17NOV14072448-P1BS-501922399090_01_P003_u08rf3031.tif,1680,66.6,21963
655,WV03_20171203105131_104001003626E200_17DEC03105131-P1BS-501953990050_01_P010_u08rf3031.tif,747,39.33,9069
656,WV03_20171019070811_104001003347A700_17OCT19070811-P1BS-501862012100_01_P003_u08rf3031.tif,1895,72.36,22016
657,WV03_20170927191640_104001003230B900_17SEP27191640-P1BS-501946229020_01_P001_u08rf3031.tif,1178,48.62,19921
658,WV03_20171116125036_1040010035348800_17NOV16125036-P1BS-501922404070_01_P009_u08rf3031.tif,1064,46.49,18433
659,WV03_20170818231736_1040010031442200_17AUG18231736-P1BS-501946158030_01_P003_u08rf3031.tif,725,41.77,20397
660,WV03_20171130162941_10400100357A9000_17NOV30162941-P1BS-501932166040_01_P001_u08rf3031.tif,1640,46.23,17333
661,WV03_20171010013410_1040010033C72500_17OCT10013410-P1BS-501862132060_01_P006_u08rf3031.tif,1907,68.68,20968
662,WV03_20171121185905_104001003599E300_17NOV21185905-P1BS-501932188080_01_P005_u08rf3031.tif,1068,48.47,19763
663,WV03_20171219083235_1040010035780300_17DEC19083235-P1BS-501932165070_01_P007_u08rf3031.tif,1918,58.45,20442
664,WV03_20171007134246_104001003465C200_17OCT07134246-P1BS-501862157090_01_P006_u08rf3031.tif,910,42.31,14621
665,WV03_20171013071137_104001003370D800_17OCT13071137-P1BS-501862022020_01_P003_u08rf3031.tif,1864,67.8,17192
666,WV03_20171204204427_1040010036202100_17DEC04204427-P1BS-501953986080_01_P008_u08rf3031.tif,1415,54.87,19838
667,WV03_20170909223955_1040010031921D00_17SEP09223955-P1BS-501669239070_01_P004_u08rf3031.tif,981,51.42,20310
668,WV03_20170906215329_10400100317D7000_17SEP06215329-P1BS-501669237050_01_P001_u08rf3031.tif,1713,43.66,16129
669,WV03_20171223110318_10400100361A9600_17DEC23110318-P1BS-501934416040_01_P001_u08rf3031.tif,1552,58.95,18279
670,WV03_20171109204129_1040010035C9BC00_17NOV09204129-P1BS-501934390090_01_P002_u08rf3031.tif,315,17.47,5064
671,WV03_20171007134322_1040010034460400_17OCT07134322-P1BS-501862151010_01_P008_u08rf3031.tif,1463,71.91,23547
672,WV03_20171224161007_10400100362D9400_17DEC24161007-P1BS-501953995080_01_P008_u08rf3031.tif,1142,51.66,23419
673,WV03_20170902222640_1040010033759000_17SEP02222640-P1BS-501603231080_01_P003_u08rf3031.tif,888,53.54,21593
674,WV03_20170930213932_1040010032A16E00_17SEP30213932-P1BS-501946249080_01_P006_u08rf3031.tif,1640,44.2,15084
675,WV03_20171108202818_1040010035362100_17NOV08202818-P1BS-501922405080_01_P004_u08rf3031.tif,1370,57.36,19327
676,WV03_20170921012826_1040010033CF8000_17SEP21012826-P1BS-501946348050_01_P004_u08rf3031.tif,888,51.63,18934
677,WV03_20170907234513_10400100338F9500_17SEP07234513-P1BS-501603216090_01_P002_u08rf3031.tif,1366,61.9,19866
678,WV03_20171229141157_1040010037A28D00_17DEC29141157-P1BS-501954104030_01_P012_u08rf3031.tif,514,23.21,9062
679,WV03_20171107120839_10400100344F3300_17NOV07120839-P1BS-501917431060_01_P009_u08rf3031.tif,530,42.34,19004
680,WV03_20171224045759_1040010038052E00_17DEC24045759-P1BS-501954066030_01_P005_u08rf3031.tif,2100,75.8,23834
681,WV03_20171009141711_10400100336DFF00_17OCT09141711-P1BS-501862022060_01_P005_u08rf3031.tif,1316,48.47,20365
682,WV03_20170925072255_1040010033869B00_17SEP25072255-P1BS-501946333020_01_P004_u08rf3031.tif,964,36.09,10990
683,WV03_20171220034615_10400100352EE900_17DEC20034615-P1BS-501922398010_01_P001_u08rf3031.tif,1222,39.1,17953
684,WV03_20171105130901_104001003357BF00_17NOV05130901-P1BS-501896770040_01_P001_u08rf3031.tif,591,49.9,17413
685,WV03_20170907042012_1040010032A8E300_17SEP07042012-P1BS-501603153030_01_P003_u08rf3031.tif,2627,67.39,24503
686,WV03_20170921160429_1040010033034F00_17SEP21160429-P1BS-501946277010_01_P005_u08rf3031.tif,1846,61.48,23961
687,WV03_20170831023002_1040010032530900_17AUG31023002-P1BS-501603145030_01_P001_u08rf3031.tif,684,49.43,20940
688,WV03_20170905101807_10400100323D5600_17SEP05101807-P1BS-501603143070_01_P006_u08rf3031.tif,1116,55.11,20275
689,WV03_20171120103945_1040010034751000_17NOV20103945-P1BS-501917442060_01_P008_u08rf3031.tif,1395,49.85,19278
690,WV03_20170716131004_104001002F2A7D00_17JUL16131004-P1BS-501992558050_01_P004_u08rf3031.tif,463,36.64,11481
691,WV03_20171007201428_104001003354C000_17OCT07201428-P1BS-501862014020_01_P003_u08rf3031.tif,1783,54.93,20254
692,WV03_20170818134207_104001003107D400_17AUG18134207-P1BS-501667684090_01_P005_u08rf3031.tif,804,56.57,21529
693,WV03_20171225082828_1040010036710B00_17DEC25082828-P1BS-501956505080_01_P002_u08rf3031.tif,1938,63.06,21058
694,WV03_20171215072129_1040010036CBBE00_17DEC15072129-P1BS-501968319020_01_P001_u08rf3031.tif,1560,59.12,18166
695,WV03_20171119053600_10400100368BD200_17NOV19053600-P1BS-501956588070_01_P009_u08rf3031.tif,1976,67.95,22116
696,WV03_20171108055817_1040010034B18C00_17NOV08055817-P1BS-501920097080_01_P003_u08rf3031.tif,1948,70.19,20963
697,WV03_20171024051246_10400100342F2500_17OCT24051246-P1BS-501896798020_01_P005_u08rf3031.tif,1285,50.28,17233
698,WV03_20171120054243_1040010034B98600_17NOV20054243-P1BS-501920102020_01_P004_u08rf3031.tif,787,64.14,22973
699,WV03_20171129063423_1040010035741000_17NOV29063423-P1BS-501932161040_01_P009_u08rf3031.tif,851,51.69,23614
700,WV03_20171214120350_1040010036695200_17DEC14120350-P1BS-501956499100_01_P008_u08rf3031.tif,1140,69.59,22962
701,WV03_20170610230930_104001002D090B00_17JUN10230930-P1BS-501946143040_01_P010_u08rf3031.tif,1075,56.01,24260
702,WV03_20171202102933_10400100353C4D00_17DEC02102933-P1BS-501922408070_01_P007_u08rf3031.tif,118,16.73,4672
703,WV03_20170907234405_104001003298E900_17SEP07234405-P1BS-501603152060_01_P002_u08rf3031.tif,1569,68.43,23018
704,WV03_20171117094920_1040010035CC6F00_17NOV17094920-P1BS-501934389050_01_P001_u08rf3031.tif,945,39.17,18105
705,WV03_20171008220624_1040010033948000_17OCT08220624-P1BS-501862029010_01_P010_u08rf3031.tif,605,21.53,8049
706,WV03_20170818134113_10400100311A6D00_17AUG18134113-P1BS-501669219040_01_P006_u08rf3031.tif,869,63.25,23556
707,WV03_20170831054529_1040010033616B00_17AUG31054529-P1BS-501603159080_01_P003_u08rf3031.tif,2178,67.65,20486
708,WV03_20171216185642_10400100360FDA00_17DEC16185642-P1BS-501934409080_01_P002_u08rf3031.tif,1397,59.66,19568
709,WV03_20171127234205_10400100362C9200_17NOV27234205-P1BS-501953994090_01_P002_u08rf3031.tif,1418,66.56,23006
710,WV03_20170927124610_10400100333E4100_17SEP27124610-P1BS-501946288020_01_P003_u08rf3031.tif,1603,55.15,18815
711,WV03_20170912165918_10400100316BFC00_17SEP12165918-P1BS-501946161080_01_P007_u08rf3031.tif,1804,67.09,21414
712,WV03_20170926024625_10400100320D9900_17SEP26024625-P1BS-501946168050_01_P002_u08rf3031.tif,1926,50.36,20929
713,WV03_20170922144144_1040010033AFD100_17SEP22144144-P1BS-501946342070_01_P003_u08rf3031.tif,962,57.76,21885
714,WV03_20171216185645_10400100360FDA00_17DEC16185645-P1BS-501934409080_01_P004_u08rf3031.tif,1288,59.01,19533
715,WV03_20171101040116_1040010035AB4B00_17NOV01040116-P1BS-501934288050_01_P003_u08rf3031.tif,619,42.51,23423
716,WV03_20171203220253_10400100352B4700_17DEC03220253-P1BS-501922396090_01_P003_u08rf3031.tif,882,50.92,21572
717,WV03_20171111130456_1040010034663D00_17NOV11130456-P1BS-501917437030_01_P001_u08rf3031.tif,1425,57.99,18283
718,WV03_20171215184122_1040010036B81F00_17DEC15184122-P1BS-501968304040_01_P001_u08rf3031.tif,1431,62.26,20173
719,WV03_20171008220617_1040010033948000_17OCT08220617-P1BS-501862029010_01_P004_u08rf3031.tif,1430,51.48,19951
720,WV03_20171231145025_10400100368E7200_17DEC31145025-P1BS-501956589080_01_P004_u08rf3031.tif,1141,46.35,18183
721,WV03_20170904064842_10400100326A9700_17SEP04064842-P1BS-501603147100_01_P007_u08rf3031.tif,1290,54.88,18585
722,WV03_20171122142835_10400100354FE400_17NOV22142835-P1BS-501932119060_01_P005_u08rf3031.tif,1462,51.47,20189
723,WV03_20171004094645_1040010034BB0C00_17OCT04094645-P1BS-501862237050_01_P002_u08rf3031.tif,2049,63.27,18656
724,WV03_20171221053924_10400100358C1300_17DEC21053924-P1BS-501932179040_01_P001_u08rf3031.tif,608,49.16,18103
725,WV03_20171126053837_104001003672BE00_17NOV26053837-P1BS-501956506020_01_P001_u08rf3031.tif,936,62.94,21128
