Image,Size,OutputTime,Tiles
WV03_20171214182506_1040010035199900_17DEC14182506-P1BS-501920259090_01_P005_u08rf3031.tif,905.6994142532349,65.96,17560
WV03_20171216185727_1040010035993400_17DEC16185727-P1BS-501932187030_01_P003_u08rf3031.tif,1518.1714086532593,89.46000000000001,22058
WV03_20171216024344_1040010036126900_17DEC16024344-P1BS-501934410080_01_P001_u08rf3031.tif,452.8369493484497,49.41,18067
WV03_20170930200232_1040010031682600_17SEP30200232-P1BS-501946161060_01_P002_u08rf3031.tif,261.7328863143921,19.68,6583
WV03_20170914141451_1040010031083900_17SEP14141451-P1BS-501946155030_01_P003_u08rf3031.tif,2023.929183959961,84.15,22510
WV03_20171114072444_104001003530B000_17NOV14072444-P1BS-501922399090_01_P001_u08rf3031.tif,1236.5297994613647,80.3,20521
WV03_20171108202712_1040010034929800_17NOV08202712-P1BS-501920086090_01_P004_u08rf3031.tif,1730.0345315933228,77.0,23165
WV03_20180103073028_10400100369EEE00_18JAN03073028-P1BS-501956601030_01_P007_u08rf3031.tif,1379.57652759552,74.98,18956
WV03_20171206145219_10400100367C2700_17DEC06145219-P1BS-501956512060_01_P007_u08rf3031.tif,1955.7972888946533,75.02,20552
WV03_20170901024538_1040010031770C00_17SEP01024538-P1BS-501669235050_01_P005_u08rf3031.tif,1822.4821138381958,80.02,20920
WV03_20171216221049_1040010036916100_17DEC16221049-P1BS-501956592050_01_P007_u08rf3031.tif,685.6943817138672,73.35,22428
WV03_20171218081548_104001003616F100_17DEC18081548-P1BS-501934414010_01_P003_u08rf3031.tif,2214.083466529846,89.18,23558
WV03_20171127073343_104001003523AE00_17NOV27073343-P1BS-501922390030_01_P010_u08rf3031.tif,615.0448961257935,61.14,19259
WV03_20171014135443_1040010034033600_17OCT14135443-P1BS-501862138030_01_P004_u08rf3031.tif,1207.2016506195068,68.62,20345
WV03_20170830231745_104001003206E800_17AUG30231745-P1BS-501669353060_01_P001_u08rf3031.tif,1532.1733169555664,74.08,18591
WV03_20170930035007_1040010032459400_17SEP30035007-P1BS-501946234070_01_P008_u08rf3031.tif,1936.0415840148926,63.05,19350
WV03_20171109235315_10400100341DFC00_17NOV09235315-P1BS-501896793030_01_P005_u08rf3031.tif,1812.7805576324463,95.74000000000001,23061
WV03_20171225001358_104001003780E700_17DEC25001358-P1BS-501968402010_01_P011_u08rf3031.tif,1842.8900632858276,87.69,20613
WV03_20180110221056_10400100363FB000_18JAN10221056-P1BS-501954007020_01_P007_u08rf3031.tif,1712.9178266525269,78.06,22069
WV03_20171126053837_104001003672BE00_17NOV26053837-P1BS-501956506020_01_P001_u08rf3031.tif,935.6475839614868,79.01,21128
WV03_20171021140643_104001003568EC00_17OCT21140643-P1BS-501862248040_01_P010_u08rf3031.tif,412.0786724090576,30.36,8025
WV03_20170929225905_1040010032BC7300_17SEP29225905-P1BS-501946272070_01_P003_u08rf3031.tif,2014.736201286316,94.02000000000001,24113
WV03_20170913171348_1040010032983500_17SEP13171348-P1BS-501946249040_01_P003_u08rf3031.tif,1970.3841123580933,84.32,21178
WV03_20171118033503_1040010035802000_17NOV18033503-P1BS-501932170050_01_P008_u08rf3031.tif,1653.2798557281494,79.55,23598
WV03_20170610231023_104001002E331300_17JUN10231023-P1BS-501946149020_01_P010_u08rf3031.tif,845.2534036636353,64.49,20106
WV03_20170922144250_1040010033327700_17SEP22144250-P1BS-501946286070_01_P004_u08rf3031.tif,984.5080165863037,59.93,19664
WV03_20170901140638_1040010031BE8A00_17SEP01140638-P1BS-501669350010_01_P009_u08rf3031.tif,925.2275276184082,59.36,20319
WV03_20171104031138_104001003536FD00_17NOV04031138-P1BS-501922404010_01_P003_u08rf3031.tif,2128.3431367874146,72.9,21915
WV03_20171029045258_10400100357B0A00_17OCT29045258-P1BS-501932167010_01_P002_u08rf3031.tif,1763.9866304397583,95.31,24488
WV03_20171008135726_1040010033997300_17OCT08135726-P1BS-501862030100_01_P002_u08rf3031.tif,1315.1344146728516,76.3,18979
WV03_20170915080215_10400100326A7900_17SEP15080215-P1BS-501946240070_01_P005_u08rf3031.tif,2170.6775398254395,95.4,24519
WV03_20171007022316_104001003375CF00_17OCT07022316-P1BS-501862023050_01_P004_u08rf3031.tif,1445.9875144958496,70.86,17584
WV03_20171105032730_104001003356D400_17NOV05032730-P1BS-501896770020_01_P009_u08rf3031.tif,1504.7539749145508,61.15,19601
WV03_20171214035139_1040010037929500_17DEC14035139-P1BS-501954099020_01_P002_u08rf3031.tif,773.9651679992676,59.17,21049
WV03_20171030212038_1040010035A3EE00_17OCT30212038-P1BS-501934283030_01_P007_u08rf3031.tif,1695.62100315094,67.24,19785
WV03_20170613124037_104001002D9DA600_17JUN13124037-P1BS-501461471070_01_P009_u08rf3031.tif,647.5213022232056,76.66,21410
WV03_20171225082734_10400100377EF300_17DEC25082734-P1BS-501968401030_01_P010_u08rf3031.tif,376.83977031707764,33.06,9149
WV03_20171221040229_10400100360D3A00_17DEC21040229-P1BS-501934407020_01_P002_u08rf3031.tif,1663.0973472595215,77.85,23629
WV03_20171016174512_104001003434BF00_17OCT16174512-P1BS-501989207080_01_P002_u08rf3031.tif,1537.4498777389526,70.77,20898
WV03_20170901221119_10400100318B7500_17SEP01221119-P1BS-501669238100_01_P001_u08rf3031.tif,722.2910137176514,57.89,20092
WV03_20171120134713_1040010036736300_17NOV20134713-P1BS-501956508010_01_P006_u08rf3031.tif,1906.1753330230713,96.92,24071
WV03_20170925170630_10400100334EDE00_17SEP25170630-P1BS-501946292020_01_P002_u08rf3031.tif,2036.0843572616577,94.57,23040
WV03_20171007183714_104001003373F600_17OCT07183714-P1BS-501862022080_01_P001_u08rf3031.tif,1873.6699953079224,86.89,21123
WV03_20171029112450_1040010033AA7B00_17OCT29112450-P1BS-501896778010_01_P001_u08rf3031.tif,1352.3648262023926,67.83,19799
WV03_20171113070936_10400100350B5900_17NOV13070936-P1BS-501920249050_01_P003_u08rf3031.tif,1038.628041267395,74.12,19255
WV03_20171125034559_1040010036315800_17NOV25034559-P1BS-501953994060_01_P001_u08rf3031.tif,959.2686548233032,59.41,21501
WV03_20170909174921_1040010031A6B100_17SEP09174921-P1BS-501669244020_01_P003_u08rf3031.tif,1971.669599533081,86.31,20357
WV03_20170923132009_1040010032CF9F00_17SEP23132009-P1BS-501946276020_01_P007_u08rf3031.tif,1948.1022148132324,86.87,22071
WV03_20171213101156_104001003601E700_17DEC13101156-P1BS-501934400030_01_P002_u08rf3031.tif,1621.8403635025024,88.66,21009
WV03_20171118052003_10400100343B5B00_17NOV18052003-P1BS-501917423020_01_P003_u08rf3031.tif,1612.8299198150635,79.9,21632
WV03_20171217080129_10400100362B1100_17DEC17080129-P1BS-501953993070_01_P003_u08rf3031.tif,1684.0975561141968,76.72,21050
WV03_20171016125050_1040010034323300_17OCT16125050-P1BS-501989207060_01_P009_u08rf3031.tif,961.0501184463501,71.25,20601
WV03_20171016142749_1040010033987A00_17OCT16142749-P1BS-501862030060_01_P001_u08rf3031.tif,1818.4952144622803,60.68,16698
WV03_20171002024346_1040010033BB5400_17OCT02024346-P1BS-501946343030_01_P003_u08rf3031.tif,1655.7680006027222,69.05,20523
WV03_20171006003203_104001003384C700_17OCT06003203-P1BS-501862025050_01_P003_u08rf3031.tif,1881.5324935913086,88.22,21542
WV03_20171213101201_104001003601E700_17DEC13101201-P1BS-501934400030_01_P005_u08rf3031.tif,1668.5069637298584,88.48,21098
WV03_20180107051243_10400100371ABB00_18JAN07051243-P1BS-501968375010_01_P001_u08rf3031.tif,1212.726149559021,78.46000000000001,20136
WV03_20171012132416_10400100331ADE00_17OCT12132416-P1BS-501861945010_01_P008_u08rf3031.tif,1221.535195350647,70.52,18173
WV03_20171215072059_10400100363C5D00_17DEC15072059-P1BS-501954004080_01_P006_u08rf3031.tif,1431.8951873779297,90.92,24147
WV03_20171104062457_1040010033AF3000_17NOV04062457-P1BS-501896778090_01_P008_u08rf3031.tif,1341.0973777770996,78.18,19336
WV03_20171030211939_104001003444FD00_17OCT30211939-P1BS-501917427040_01_P002_u08rf3031.tif,1381.9517555236816,69.8,22898
WV03_20170901140630_1040010031BE8A00_17SEP01140630-P1BS-501669350010_01_P004_u08rf3031.tif,720.6085243225098,64.53,20181
WV03_20171228041626_1040010036095700_17DEC28041626-P1BS-501934404040_01_P005_u08rf3031.tif,1228.2254066467285,67.82,18147
WV03_20171230142759_10400100367D9900_17DEC30142759-P1BS-501956515030_01_P001_u08rf3031.tif,1240.0167407989502,65.66,18858
WV03_20170722224409_104001002E7EBE00_17JUL22224409-P1BS-501497905050_01_P003_u08rf3031.tif,1142.493797302246,68.96000000000001,22946
WV03_20171123125647_104001003322E000_17NOV23125647-P1BS-501896678090_01_P001_u08rf3031.tif,1275.1912784576416,74.6,17997
WV03_20171016160407_10400100359A6000_17OCT16160407-P1BS-501862249080_01_P001_u08rf3031.tif,1451.0957593917847,63.01,17935
WV03_20171113070939_10400100350B5900_17NOV13070939-P1BS-501920249050_01_P005_u08rf3031.tif,1105.834222793579,73.95,19267
WV03_20171020233451_10400100342CFB00_17OCT20233451-P1BS-501862146040_01_P005_u08rf3031.tif,1235.3255462646484,75.96000000000001,18713
WV03_20171119053558_10400100368BD200_17NOV19053558-P1BS-501956588070_01_P008_u08rf3031.tif,1862.297197341919,80.16,22252
WV03_20171117094920_1040010035CC6F00_17NOV17094920-P1BS-501934389050_01_P001_u08rf3031.tif,944.9052743911743,55.41,18105
WV03_20171229235452_1040010037181A00_17DEC29235452-P1BS-501968374060_01_P006_u08rf3031.tif,1182.3352508544922,78.73,19314
WV03_20170716131004_104001002F2A7D00_17JUL16131004-P1BS-501992558050_01_P004_u08rf3031.tif,462.579213142395,44.16,11481
WV03_20170915125033_1040010032768700_17SEP15125033-P1BS-501946243020_01_P002_u08rf3031.tif,1572.457179069519,105.25,25080
WV03_20171016030619_10400100322D5500_17OCT16030619-P1BS-501861931060_01_P001_u08rf3031.tif,647.2421541213989,59.66,19367
WV03_20171218000153_1040010035591400_17DEC18000153-P1BS-501932125100_01_P001_u08rf3031.tif,1563.411247253418,88.76,21156
WV03_20171216221053_1040010036916100_17DEC16221053-P1BS-501956592050_01_P010_u08rf3031.tif,223.70864486694336,36.3,12046
WV03_20171231211337_10400100371EE000_17DEC31211337-P1BS-501968375070_01_P001_u08rf3031.tif,1062.088490486145,52.49,16640
WV03_20171116222923_1040010035AFB200_17NOV16222923-P1BS-501934291010_01_P001_u08rf3031.tif,1766.9922590255737,84.74,23016
WV03_20170909080640_104001003228C300_17SEP09080640-P1BS-501603140030_01_P009_u08rf3031.tif,2076.3243112564087,77.63,19968
WV03_20170930213932_1040010032A16E00_17SEP30213932-P1BS-501946249080_01_P006_u08rf3031.tif,1639.9266805648804,57.06,15084
WV03_20170920123601_1040010034C31B00_17SEP20123601-P1BS-501946357040_01_P008_u08rf3031.tif,879.480583190918,74.48,20309
WV03_20171120055220_10400100341A6000_17NOV20055220-P1BS-501896790010_01_P010_u08rf3031.tif,754.7185583114624,32.34,8104
WV03_20171224160823_1040010037B61C00_17DEC24160823-P1BS-501954110020_01_P001_u08rf3031.tif,1148.457507133484,49.18,17862
WV03_20171229042845_1040010035CF1800_17DEC29042845-P1BS-501934395010_01_P002_u08rf3031.tif,1858.2325925827026,69.45,22340
WV03_20171231063751_1040010036322700_17DEC31063751-P1BS-501953998070_01_P006_u08rf3031.tif,776.9243021011353,75.85,20382
WV03_20170722130637_104001002E59F800_17JUL22130637-P1BS-501992469080_01_P004_u08rf3031.tif,1172.3152990341187,48.87,10620
WV03_20171013183607_1040010034786D00_17OCT13183607-P1BS-501862226020_01_P008_u08rf3031.tif,843.6077337265015,66.03,20811
WV03_20170929015620_10400100347C6100_17SEP29015620-P1BS-501946355030_01_P001_u08rf3031.tif,1997.7975988388062,89.45,22072
WV03_20170922014405_104001003369A000_17SEP22014405-P1BS-501946297080_01_P003_u08rf3031.tif,734.8284387588501,64.55,19312
WV03_20171208133602_104001003418F800_17DEC08133602-P1BS-501896789070_01_P007_u08rf3031.tif,773.4231796264648,84.59,24085
WV03_20171119213957_10400100361CB700_17NOV19213957-P1BS-501934418050_01_P002_u08rf3031.tif,1328.5964241027832,59.8,18204
WV03_20170910113202_1040010031BA0D00_17SEP10113202-P1BS-501669248050_01_P003_u08rf3031.tif,2138.6302061080933,93.09,23108
WV03_20170906040416_1040010031952700_17SEP06040416-P1BS-501984230050_01_P003_u08rf3031.tif,2169.9033670425415,83.91,23496
WV03_20171021235021_10400100339F1200_17OCT21235021-P1BS-501862031030_01_P007_u08rf3031.tif,808.1399555206299,69.99,19040
WV03_20180105124750_1040010037CE6800_18JAN05124750-P1BS-501954061030_01_P002_u08rf3031.tif,1690.5511226654053,81.48,19581
WV03_20171012132303_10400100341DB600_17OCT12132303-P1BS-501862141090_01_P006_u08rf3031.tif,1339.0885210037231,89.91,23704
WV03_20171001232925_1040010033295700_17OCT01232925-P1BS-501946282060_01_P005_u08rf3031.tif,1909.6329793930054,97.24000000000001,23209
WV03_20171109235319_10400100341DFC00_17NOV09235319-P1BS-501896793030_01_P007_u08rf3031.tif,2078.5171823501587,95.5,23003
WV03_20171218125901_104001003639F700_17DEC18125901-P1BS-501954000020_01_P003_u08rf3031.tif,840.9455051422119,78.23,22142
WV03_20171104031036_10400100355B6300_17NOV04031036-P1BS-501932127020_01_P002_u08rf3031.tif,1721.351894378662,73.05,21406
WV03_20170906134429_104001003237D500_17SEP06134429-P1BS-501603229080_01_P004_u08rf3031.tif,564.0104990005493,76.95,22586
WV03_20171216185644_10400100360FDA00_17DEC16185644-P1BS-501934409080_01_P003_u08rf3031.tif,1311.028455734253,80.02,19383
WV03_20171020233457_10400100342CFB00_17OCT20233457-P1BS-501862146040_01_P009_u08rf3031.tif,1425.1877737045288,74.7,18700
WV03_20171209023227_1040010036498000_17DEC09023227-P1BS-501954013070_01_P007_u08rf3031.tif,659.8311204910278,65.65,23630
WV03_20180105124756_1040010037CE6800_18JAN05124756-P1BS-501954061030_01_P006_u08rf3031.tif,1853.3357257843018,82.63,19628
WV03_20171124033007_10400100362A8100_17NOV24033007-P1BS-501953993040_01_P001_u08rf3031.tif,210.90045833587646,53.68,21407
WV03_20170903143751_104001003004D400_17SEP03143751-P1BS-501667599100_01_P007_u08rf3031.tif,603.1121625900269,60.59,20923
WV03_20171127073239_1040010035A2CC00_17NOV27073239-P1BS-501934280070_01_P002_u08rf3031.tif,687.1734828948975,75.08,23569
WV03_20180105124801_1040010037CE6800_18JAN05124801-P1BS-501954061030_01_P010_u08rf3031.tif,674.127685546875,40.45,9173
WV03_20171223011902_1040010037712800_17DEC23011902-P1BS-501968395010_01_P001_u08rf3031.tif,715.6847705841064,65.48,18054
WV03_20171007183722_104001003373F600_17OCT07183722-P1BS-501862022080_01_P006_u08rf3031.tif,1990.9203491210938,92.33,23109
WV03_20170912134258_10400100322C0100_17SEP12134258-P1BS-501946228060_01_P007_u08rf3031.tif,1468.1106252670288,73.56,18526
WV03_20171106051915_1040010035A1A800_17NOV06051915-P1BS-501934282040_01_P005_u08rf3031.tif,1601.9419355392456,91.38,22046
WV03_20171031200117_104001003419C900_17OCT31200117-P1BS-501896789080_01_P008_u08rf3031.tif,713.9772691726685,42.16,10468
WV03_20170913220506_1040010033986E00_17SEP13220506-P1BS-501989198080_01_P001_u08rf3031.tif,1261.1767559051514,67.35,21513
WV03_20171128025629_104001003650AD00_17NOV28025629-P1BS-501954089090_01_P005_u08rf3031.tif,1429.015853881836,61.77,20148
WV03_20171006231124_1040010033C27A00_17OCT06231124-P1BS-501862131070_01_P001_u08rf3031.tif,1577.7972974777222,73.28999999999999,18279
WV03_20171027140333_1040010034872700_17OCT27140333-P1BS-501920081070_01_P011_u08rf3031.tif,1389.9521074295044,77.94,21270
WV03_20171214200422_104001003671D200_17DEC14200422-P1BS-501956505090_01_P001_u08rf3031.tif,1140.1556224822998,58.15,18602
WV03_20170926024627_10400100320D9900_17SEP26024627-P1BS-501946168050_01_P003_u08rf3031.tif,1953.0210332870483,67.05,20953
WV03_20171128204748_1040010035C91100_17NOV28204748-P1BS-501934390030_01_P003_u08rf3031.tif,1793.3809518814087,85.38,23523
WV03_20180107195057_10400100356CA000_18JAN07195057-P1BS-501932139090_01_P007_u08rf3031.tif,1618.068099975586,78.31,21540
WV03_20171105130800_1040010035D2F700_17NOV05130800-P1BS-501934396080_01_P001_u08rf3031.tif,625.4487924575806,64.13,17931
WV03_20171007071609_104001003300EC00_17OCT07071609-P1BS-501861940100_01_P001_u08rf3031.tif,1711.7268257141113,78.28,20538
